Date,Product,Sales,Stock
2023-03-21,Product_19,23,106
2023-03-21,Product_20,21,107
2023-03-22,Product_1,20,151
2023-03-22,Product_2,11,123
2023-03-22,Product_3,22,105
2023-03-22,Product_4,19,104
2023-03-22,Product_5,25,189
2023-03-22,Product_6,15,192
2023-03-22,Product_7,25,135
2023-03-22,Product_8,20,109
2023-03-22,Product_9,31,180
2023-03-22,Product_10,20,146
2023-03-22,Product_11,22,162
2023-03-22,Product_12,18,122
2023-03-22,Product_13,21,125
2023-03-22,Product_14,22,138
2023-03-22,Product_15,19,141
2023-03-22,Product_16,24,108
2023-03-22,Product_17,19,160
2023-03-22,Product_18,26,131
2023-03-22,Product_19,15,199
2023-03-22,Product_20,23,178
2023-03-23,Product_1,17,139
2023-03-23,Product_2,25,193
2023-03-23,Product_3,22,105
2023-03-23,Product_4,23,119
2023-03-23,Product_5,23,190
2023-03-23,Product_6,24,187
2023-03-23,Product_7,26,120
2023-03-23,Product_8,27,134
2023-03-23,Product_9,15,100
2023-03-23,Product_10,18,144
2023-03-23,Product_11,18,152
2023-03-23,Product_12,12,165
2023-03-23,Product_13,24,130
2023-03-23,Product_14,23,129
2023-03-23,Product_15,20,107
2023-03-23,Product_16,23,166
2023-03-23,Product_17,21,142
2023-03-23,Product_18,20,117
2023-03-23,Product_19,18,159
2023-03-23,Product_20,28,153
2023-03-24,Product_1,18,182
2023-03-24,Product_2,28,110
2023-03-24,Product_3,14,107
2023-03-24,Product_4,18,128
2023-03-24,Product_5,19,165
2023-03-24,Product_6,19,102
2023-03-24,Product_7,17,159
2023-03-24,Product_8,13,106
2023-03-24,Product_9,19,179
2023-03-24,Product_10,17,176
2023-03-24,Product_11,23,185
2023-03-24,Product_12,23,139
2023-03-24,Product_13,27,126
2023-03-24,Product_14,19,127
2023-03-24,Product_15,25,138
2023-03-24,Product_16,21,157
2023-03-24,Product_17,18,107
2023-03-24,Product_18,17,129
2023-03-24,Product_19,24,157
2023-03-24,Product_20,24,133
2023-03-25,Product_1,23,120
2023-03-25,Product_2,19,183
2023-03-25,Product_3,19,194
2023-03-25,Product_4,27,190
2023-03-25,Product_5,20,146
2023-03-25,Product_6,24,134
2023-03-25,Product_7,25,180
2023-03-25,Product_8,31,147
2023-03-25,Product_9,14,121
2023-03-25,Product_10,17,190
2023-03-25,Product_11,18,119
2023-03-25,Product_12,21,108
2023-03-25,Product_13,21,157
2023-03-25,Product_14,12,151
2023-03-25,Product_15,12,190
2023-03-25,Product_16,29,197
2023-03-25,Product_17,16,139
2023-03-25,Product_18,21,178
2023-03-25,Product_19,21,145
2023-03-25,Product_20,19,132
2023-03-26,Product_1,13,175
2023-03-26,Product_2,14,172
2023-03-26,Product_3,20,197
2023-03-26,Product_4,21,182
2023-03-26,Product_5,21,190
2023-03-26,Product_6,23,172
2023-03-26,Product_7,15,175
2023-03-26,Product_8,24,114
2023-03-26,Product_9,20,149
2023-03-26,Product_10,18,106
2023-03-26,Product_11,20,147
2023-03-26,Product_12,20,113
2023-03-26,Product_13,23,141
2023-03-26,Product_14,13,166
2023-03-26,Product_15,21,122
2023-03-26,Product_16,21,172
2023-03-26,Product_17,16,102
2023-03-26,Product_18,18,120
2023-03-26,Product_19,21,188
2023-03-26,Product_20,21,153
2023-03-27,Product_1,16,166
2023-03-27,Product_2,16,103
2023-03-27,Product_3,21,123
2023-03-27,Product_4,20,158
2023-03-27,Product_5,17,155
2023-03-27,Product_6,24,148
2023-03-27,Product_7,22,170
2023-03-27,Product_8,14,123
2023-03-27,Product_9,16,198
2023-03-27,Product_10,12,183
2023-03-27,Product_11,24,149
2023-03-27,Product_12,16,199
2023-03-27,Product_13,27,159
2023-03-27,Product_14,16,156
2023-03-27,Product_15,19,137
2023-03-27,Product_16,23,101
2023-03-27,Product_17,16,182
2023-03-27,Product_18,14,110
2023-03-27,Product_19,29,154
2023-03-27,Product_20,31,125
2023-03-28,Product_1,22,124
2023-03-28,Product_2,14,138
2023-03-28,Product_3,23,187
2023-03-28,Product_4,17,145
2023-03-28,Product_5,24,199
2023-03-28,Product_6,24,190
2023-03-28,Product_7,17,184
2023-03-28,Product_8,29,128
2023-03-28,Product_9,25,195
2023-03-28,Product_10,18,128
2023-03-28,Product_11,33,114
2023-03-28,Product_12,14,152
2023-03-28,Product_13,27,179
2023-03-28,Product_14,17,135
2023-03-28,Product_15,19,120
2023-03-28,Product_16,23,110
2023-03-28,Product_17,18,155
2023-03-28,Product_18,16,182
2023-03-28,Product_19,12,170
2023-03-28,Product_20,17,128
2023-03-29,Product_1,20,105
2023-03-29,Product_2,18,133
2023-03-29,Product_3,13,152
2023-03-29,Product_4,28,107
2023-03-29,Product_5,18,107
2023-03-29,Product_6,22,198
2023-03-29,Product_7,13,147
2023-03-29,Product_8,24,146
2023-03-29,Product_9,14,109
2023-03-29,Product_10,30,127
2023-03-29,Product_11,28,108
2023-03-29,Product_12,18,195
2023-03-29,Product_13,22,184
2023-03-29,Product_14,20,197
2023-03-29,Product_15,23,141
2023-03-29,Product_16,21,183
2023-03-29,Product_17,33,198
2023-03-29,Product_18,13,167
2023-03-29,Product_19,23,154
2023-03-29,Product_20,19,102
2023-03-30,Product_1,20,122
2023-03-30,Product_2,26,151
2023-03-30,Product_3,21,159
2023-03-30,Product_4,19,131
2023-03-30,Product_5,33,118
2023-03-30,Product_6,26,188
2023-03-30,Product_7,20,187
2023-03-30,Product_8,21,103
2023-03-30,Product_9,13,114
2023-03-30,Product_10,17,130
2023-03-30,Product_11,18,140
2023-03-30,Product_12,16,141
2023-03-30,Product_13,18,165
2023-03-30,Product_14,24,189
2023-03-30,Product_15,24,154
2023-03-30,Product_16,23,101
2023-03-30,Product_17,22,189
2023-03-30,Product_18,14,116
2023-03-30,Product_19,18,125
2023-03-30,Product_20,16,189
2023-03-31,Product_1,27,106
2023-03-31,Product_2,19,198
2023-03-31,Product_3,20,190
2023-03-31,Product_4,24,134
2023-03-31,Product_5,15,195
2023-03-31,Product_6,23,175
2023-03-31,Product_7,25,167
2023-03-31,Product_8,21,148
2023-03-31,Product_9,14,194
2023-03-31,Product_10,14,189
2023-03-31,Product_11,21,142
2023-03-31,Product_12,15,180
2023-03-31,Product_13,31,183
2023-03-31,Product_14,20,164
2023-03-31,Product_15,22,179
2023-03-31,Product_16,22,131
2023-03-31,Product_17,20,143
2023-03-31,Product_18,26,171
2023-03-31,Product_19,14,167
2023-03-31,Product_20,19,137
2023-04-01,Product_1,21,147
2023-04-01,Product_2,19,146
2023-04-01,Product_3,13,140
2023-04-01,Product_4,15,103
2023-04-01,Product_5,26,188
2023-04-01,Product_6,18,154
2023-04-01,Product_7,21,184
2023-04-01,Product_8,18,134
2023-04-01,Product_9,17,188
2023-04-01,Product_10,23,147
2023-04-01,Product_11,27,101
2023-04-01,Product_12,16,124
2023-04-01,Product_13,26,110
2023-04-01,Product_14,19,154
2023-04-01,Product_15,15,198
2023-04-01,Product_16,18,189
2023-04-01,Product_17,26,182
2023-04-01,Product_18,19,178
2023-04-01,Product_19,19,102
2023-04-01,Product_20,19,152
2023-04-02,Product_1,21,145
2023-04-02,Product_2,14,125
2023-04-02,Product_3,29,179
2023-04-02,Product_4,21,132
2023-04-02,Product_5,19,130
2023-04-02,Product_6,20,156
2023-04-02,Product_7,18,104
2023-04-02,Product_8,16,149
2023-04-02,Product_9,17,180
2023-04-02,Product_10,24,191
2023-04-02,Product_11,13,165
2023-04-02,Product_12,17,199
2023-04-02,Product_13,27,128
2023-04-02,Product_14,12,128
2023-04-02,Product_15,21,107
2023-04-02,Product_16,16,173
2023-04-02,Product_17,22,158
2023-04-02,Product_18,23,188
2023-04-02,Product_19,23,127
2023-04-02,Product_20,20,187
2023-04-03,Product_1,19,153
2023-04-03,Product_2,25,109
2023-04-03,Product_3,14,155
2023-04-03,Product_4,29,124
2023-04-03,Product_5,19,188
2023-04-03,Product_6,17,184
2023-04-03,Product_7,16,128
2023-04-03,Product_8,17,145
2023-04-03,Product_9,16,173
2023-04-03,Product_10,24,159
2023-04-03,Product_11,23,136
2023-04-03,Product_12,25,102
2023-04-03,Product_13,22,119
2023-04-03,Product_14,14,133
2023-04-03,Product_15,18,102
2023-04-03,Product_16,21,165
2023-04-03,Product_17,21,159
2023-04-03,Product_18,18,128
2023-04-03,Product_19,22,196
2023-04-03,Product_20,14,163
2023-04-04,Product_1,26,104
2023-04-04,Product_2,25,130
2023-04-04,Product_3,17,140
2023-04-04,Product_4,21,111
2023-04-04,Product_5,20,173
2023-04-04,Product_6,16,137
2023-04-04,Product_7,21,115
2023-04-04,Product_8,8,191
2023-04-04,Product_9,14,118
2023-04-04,Product_10,12,147
2023-04-04,Product_11,23,164
2023-04-04,Product_12,24,164
2023-04-04,Product_13,20,193
2023-04-04,Product_14,17,100
2023-04-04,Product_15,23,148
2023-04-04,Product_16,15,199
2023-04-04,Product_17,27,100
2023-04-04,Product_18,24,137
2023-04-04,Product_19,15,108
2023-04-04,Product_20,24,190
2023-04-05,Product_1,18,188
2023-04-05,Product_2,16,166
2023-04-05,Product_3,25,185
2023-04-05,Product_4,12,186
2023-04-05,Product_5,24,187
2023-04-05,Product_6,19,175
2023-04-05,Product_7,16,178
2023-04-05,Product_8,16,191
2023-04-05,Product_9,25,105
2023-04-05,Product_10,16,107
2023-04-05,Product_11,15,107
2023-04-05,Product_12,14,131
2023-04-05,Product_13,19,176
2023-04-05,Product_14,19,179
2023-04-05,Product_15,17,117
2023-04-05,Product_16,18,162
2023-04-05,Product_17,12,190
2023-04-05,Product_18,13,193
2023-04-05,Product_19,23,155
2023-04-05,Product_20,19,171
2023-04-06,Product_1,28,129
2023-04-06,Product_2,21,196
2023-04-06,Product_3,23,148
2023-04-06,Product_4,24,103
2023-04-06,Product_5,15,126
2023-04-06,Product_6,11,173
2023-04-06,Product_7,17,150
2023-04-06,Product_8,17,133
2023-04-06,Product_9,21,194
2023-04-06,Product_10,21,199
2023-04-06,Product_11,9,185
2023-04-06,Product_12,18,127
2023-04-06,Product_13,31,185
2023-04-06,Product_14,21,154
2023-04-06,Product_15,21,167
2023-04-06,Product_16,19,155
2023-04-06,Product_17,14,162
2023-04-06,Product_18,16,134
2023-04-06,Product_19,20,124
2023-04-06,Product_20,20,150
2023-04-07,Product_1,19,109
2023-04-07,Product_2,15,127
2023-04-07,Product_3,15,118
2023-04-07,Product_4,21,132
2023-04-07,Product_5,18,111
2023-04-07,Product_6,25,194
2023-04-07,Product_7,23,115
2023-04-07,Product_8,22,111
2023-04-07,Product_9,22,129
2023-04-07,Product_10,19,197
2023-04-07,Product_11,17,126
2023-04-07,Product_12,18,174
2023-04-07,Product_13,15,174
2023-04-07,Product_14,14,183
2023-04-07,Product_15,20,197
2023-04-07,Product_16,12,154
2023-04-07,Product_17,15,144
2023-04-07,Product_18,19,177
2023-04-07,Product_19,17,118
2023-04-07,Product_20,18,138
2023-04-08,Product_1,18,137
2023-04-08,Product_2,19,179
2023-04-08,Product_3,25,153
2023-04-08,Product_4,20,189
2023-04-08,Product_5,22,166
2023-04-08,Product_6,17,199
2023-04-08,Product_7,26,126
2023-04-08,Product_8,27,147
2023-04-08,Product_9,20,199
2023-04-08,Product_10,21,136
2023-04-08,Product_11,23,112
2023-04-08,Product_12,20,137
2023-04-08,Product_13,20,125
2023-04-08,Product_14,17,199
2023-04-08,Product_15,25,131
2023-04-08,Product_16,20,168
2023-04-08,Product_17,21,126
2023-04-08,Product_18,16,182
2023-04-08,Product_19,25,166
2023-04-08,Product_20,24,193
2023-04-09,Product_1,18,148
2023-04-09,Product_2,22,101
2023-04-09,Product_3,15,179
2023-04-09,Product_4,20,142
2023-04-09,Product_5,14,199
2023-04-09,Product_6,11,179
2023-04-09,Product_7,20,121
2023-04-09,Product_8,25,161
2023-04-09,Product_9,26,186
2023-04-09,Product_10,25,168
2023-04-09,Product_11,17,164
2023-04-09,Product_12,21,192
2023-04-09,Product_13,13,116
2023-04-09,Product_14,17,138
2023-04-09,Product_15,22,168
2023-04-09,Product_16,28,174
2023-04-09,Product_17,30,130
2023-04-09,Product_18,24,144
2023-04-09,Product_19,21,150
2023-04-09,Product_20,26,143
2023-04-10,Product_1,21,188
2023-04-10,Product_2,15,130
2023-04-10,Product_3,26,152
2023-04-10,Product_4,18,156
2023-04-10,Product_5,21,140
2023-04-10,Product_6,22,159
2023-04-10,Product_7,18,172
2023-04-10,Product_8,32,124
2023-04-10,Product_9,14,191
2023-04-10,Product_10,17,108
2023-04-10,Product_11,28,127
2023-04-10,Product_12,27,183
2023-04-10,Product_13,21,140
2023-04-10,Product_14,18,179
2023-04-10,Product_15,13,133
2023-04-10,Product_16,17,118
2023-04-10,Product_17,11,135
2023-04-10,Product_18,23,129
2023-04-10,Product_19,14,103
2023-04-10,Product_20,18,155
2023-04-11,Product_1,22,117
2023-04-11,Product_2,28,188
2023-04-11,Product_3,27,157
2023-04-11,Product_4,26,199
2023-04-11,Product_5,20,127
2023-04-11,Product_6,23,197
2023-04-11,Product_7,19,161
2023-04-11,Product_8,16,114
2023-04-11,Product_9,16,151
2023-04-11,Product_10,17,153
2023-04-11,Product_11,14,127
2023-04-11,Product_12,22,193
2023-04-11,Product_13,31,129
2023-04-11,Product_14,20,194
2023-04-11,Product_15,17,173
2023-04-11,Product_16,26,115
2023-04-11,Product_17,19,153
2023-04-11,Product_18,20,141
2023-04-11,Product_19,17,105
2023-04-11,Product_20,16,152
2023-04-12,Product_1,25,170
2023-04-12,Product_2,23,198
2023-04-12,Product_3,21,130
2023-04-12,Product_4,17,183
2023-04-12,Product_5,21,159
2023-04-12,Product_6,20,191
2023-04-12,Product_7,16,182
2023-04-12,Product_8,25,146
2023-04-12,Product_9,22,130
2023-04-12,Product_10,16,101
2023-04-12,Product_11,27,122
2023-04-12,Product_12,17,105
2023-04-12,Product_13,12,146
2023-04-12,Product_14,20,137
2023-04-12,Product_15,25,144
2023-04-12,Product_16,20,177
2023-04-12,Product_17,19,179
2023-04-12,Product_18,22,112
2023-04-12,Product_19,19,171
2023-04-12,Product_20,17,167
2023-04-13,Product_1,23,150
2023-04-13,Product_2,14,152
2023-04-13,Product_3,16,139
2023-04-13,Product_4,18,101
2023-04-13,Product_5,27,123
2023-04-13,Product_6,13,105
2023-04-13,Product_7,19,101
2023-04-13,Product_8,16,169
2023-04-13,Product_9,18,162
2023-04-13,Product_10,22,110
2023-04-13,Product_11,18,150
2023-04-13,Product_12,25,185
2023-04-13,Product_13,21,164
2023-04-13,Product_14,21,142
2023-04-13,Product_15,20,109
2023-04-13,Product_16,24,168
2023-04-13,Product_17,10,132
2023-04-13,Product_18,23,184
2023-04-13,Product_19,17,184
2023-04-13,Product_20,26,181
2023-04-14,Product_1,32,152
2023-04-14,Product_2,18,130
2023-04-14,Product_3,16,173
2023-04-14,Product_4,17,111
2023-04-14,Product_5,13,173
2023-04-14,Product_6,20,146
2023-04-14,Product_7,23,140
2023-04-14,Product_8,17,114
2023-04-14,Product_9,19,155
2023-04-14,Product_10,30,199
2023-04-14,Product_11,23,168
2023-04-14,Product_12,19,132
2023-04-14,Product_13,22,146
2023-04-14,Product_14,16,176
2023-04-14,Product_15,22,102
2023-04-14,Product_16,27,155
2023-04-14,Product_17,12,154
2023-04-14,Product_18,18,100
2023-04-14,Product_19,19,164
2023-04-14,Product_20,25,145
2023-04-15,Product_1,17,117
2023-04-15,Product_2,25,179
2023-04-15,Product_3,24,125
2023-04-15,Product_4,22,174
2023-04-15,Product_5,17,108
2023-04-15,Product_6,27,123
2023-04-15,Product_7,20,132
2023-04-15,Product_8,33,101
2023-04-15,Product_9,16,124
2023-04-15,Product_10,22,143
2023-04-15,Product_11,22,132
2023-04-15,Product_12,24,136
2023-04-15,Product_13,20,170
2023-04-15,Product_14,23,163
2023-04-15,Product_15,23,111
2023-04-15,Product_16,18,125
2023-04-15,Product_17,24,164
2023-04-15,Product_18,20,133
2023-04-15,Product_19,15,134
2023-04-15,Product_20,18,160
2023-04-16,Product_1,24,131
2023-04-16,Product_2,22,151
2023-04-16,Product_3,15,135
2023-04-16,Product_4,29,194
2023-04-16,Product_5,17,171
2023-04-16,Product_6,19,105
2023-04-16,Product_7,18,197
2023-04-16,Product_8,23,133
2023-04-16,Product_9,23,112
2023-04-16,Product_10,21,172
2023-04-16,Product_11,21,166
2023-04-16,Product_12,22,197
2023-04-16,Product_13,13,148
2023-04-16,Product_14,13,178
2023-04-16,Product_15,19,142
2023-04-16,Product_16,21,174
2023-04-16,Product_17,23,169
2023-04-16,Product_18,27,190
2023-04-16,Product_19,17,175
2023-04-16,Product_20,18,123
2023-04-17,Product_1,22,109
2023-04-17,Product_2,16,146
2023-04-17,Product_3,27,134
2023-04-17,Product_4,32,129
2023-04-17,Product_5,13,122
2023-04-17,Product_6,17,162
2023-04-17,Product_7,25,158
2023-04-17,Product_8,23,107
2023-04-17,Product_9,18,155
2023-04-17,Product_10,15,112
2023-04-17,Product_11,21,134
2023-04-17,Product_12,25,173
2023-04-17,Product_13,18,182
2023-04-17,Product_14,22,139
2023-04-17,Product_15,24,160
2023-04-17,Product_16,14,125
2023-04-17,Product_17,27,165
2023-04-17,Product_18,18,182
2023-04-17,Product_19,19,120
2023-04-17,Product_20,12,136
2023-04-18,Product_1,16,120
2023-04-18,Product_2,9,141
2023-04-18,Product_3,15,166
2023-04-18,Product_4,29,138
2023-04-18,Product_5,16,170
2023-04-18,Product_6,16,176
2023-04-18,Product_7,21,110
2023-04-18,Product_8,20,136
2023-04-18,Product_9,25,108
2023-04-18,Product_10,18,107
2023-04-18,Product_11,14,162
2023-04-18,Product_12,17,178
2023-04-18,Product_13,27,164
2023-04-18,Product_14,15,142
2023-04-18,Product_15,24,138
2023-04-18,Product_16,19,126
2023-04-18,Product_17,15,176
2023-04-18,Product_18,26,143
2023-04-18,Product_19,22,126
2023-04-18,Product_20,18,180
2023-04-19,Product_1,22,129
2023-04-19,Product_2,18,134
2023-04-19,Product_3,22,173
2023-04-19,Product_4,23,134
2023-04-19,Product_5,14,119
2023-04-19,Product_6,22,196
2023-04-19,Product_7,19,191
2023-04-19,Product_8,17,164
2023-04-19,Product_9,18,131
2023-04-19,Product_10,16,197
2023-04-19,Product_11,23,182
2023-04-19,Product_12,19,141
2023-04-19,Product_13,15,106
2023-04-19,Product_14,18,122
2023-04-19,Product_15,18,159
2023-04-19,Product_16,14,117
2023-04-19,Product_17,22,143
2023-04-19,Product_18,26,175
2023-04-19,Product_19,13,111
2023-04-19,Product_20,22,106
2023-04-20,Product_1,26,160
2023-04-20,Product_2,26,168
2023-04-20,Product_3,15,191
2023-04-20,Product_4,19,105
2023-04-20,Product_5,18,152
2023-04-20,Product_6,24,121
2023-04-20,Product_7,21,107
2023-04-20,Product_8,19,182
2023-04-20,Product_9,21,125
2023-04-20,Product_10,21,166
2023-04-20,Product_11,21,133
2023-04-20,Product_12,24,126
2023-04-20,Product_13,23,185
2023-04-20,Product_14,15,156
2023-04-20,Product_15,14,196
2023-04-20,Product_16,24,156
2023-04-20,Product_17,20,152
2023-04-20,Product_18,16,135
2023-04-20,Product_19,24,151
2023-04-20,Product_20,14,145
2023-04-21,Product_1,28,146
2023-04-21,Product_2,18,133
2023-04-21,Product_3,17,109
2023-04-21,Product_4,14,102
2023-04-21,Product_5,12,156
2023-04-21,Product_6,26,125
2023-04-21,Product_7,22,187
2023-04-21,Product_8,20,158
2023-04-21,Product_9,20,116
2023-04-21,Product_10,23,177
2023-04-21,Product_11,17,107
2023-04-21,Product_12,29,155
2023-04-21,Product_13,10,157
2023-04-21,Product_14,22,190
2023-04-21,Product_15,18,104
2023-04-21,Product_16,13,126
2023-04-21,Product_17,15,106
2023-04-21,Product_18,17,175
2023-04-21,Product_19,10,162
2023-04-21,Product_20,21,171
2023-04-22,Product_1,24,152
2023-04-22,Product_2,21,178
2023-04-22,Product_3,27,132
2023-04-22,Product_4,14,163
2023-04-22,Product_5,22,177
2023-04-22,Product_6,22,122
2023-04-22,Product_7,18,191
2023-04-22,Product_8,23,131
2023-04-22,Product_9,22,180
2023-04-22,Product_10,20,195
2023-04-22,Product_11,17,169
2023-04-22,Product_12,24,124
2023-04-22,Product_13,24,121
2023-04-22,Product_14,17,148
2023-04-22,Product_15,21,178
2023-04-22,Product_16,14,188
2023-04-22,Product_17,28,134
2023-04-22,Product_18,20,132
2023-04-22,Product_19,16,174
2023-04-22,Product_20,23,197
2023-04-23,Product_1,19,123
2023-04-23,Product_2,15,155
2023-04-23,Product_3,19,106
2023-04-23,Product_4,21,193
2023-04-23,Product_5,17,120
2023-04-23,Product_6,12,164
2023-04-23,Product_7,21,160
2023-04-23,Product_8,23,123
2023-04-23,Product_9,17,184
2023-04-23,Product_10,15,103
2023-04-23,Product_11,27,137
2023-04-23,Product_12,18,138
2023-04-23,Product_13,25,162
2023-04-23,Product_14,23,139
2023-04-23,Product_15,19,128
2023-04-23,Product_16,18,169
2023-04-23,Product_17,23,100
2023-04-23,Product_18,17,119
2023-04-23,Product_19,28,198
2023-04-23,Product_20,26,122
2023-04-24,Product_1,24,120
2023-04-24,Product_2,17,179
2023-04-24,Product_3,25,120
2023-04-24,Product_4,21,191
2023-04-24,Product_5,19,198
2023-04-24,Product_6,24,124
2023-04-24,Product_7,23,189
2023-04-24,Product_8,30,147
2023-04-24,Product_9,21,181
2023-04-24,Product_10,23,194
2023-04-24,Product_11,24,164
2023-04-24,Product_12,23,141
2023-04-24,Product_13,23,130
2023-04-24,Product_14,18,154
2023-04-24,Product_15,21,175
2023-04-24,Product_16,24,125
2023-04-24,Product_17,18,189
2023-04-24,Product_18,18,168
2023-04-24,Product_19,15,195
2023-04-24,Product_20,25,126
2023-04-25,Product_1,15,119
2023-04-25,Product_2,23,108
2023-04-25,Product_3,22,197
2023-04-25,Product_4,15,106
2023-04-25,Product_5,21,151
2023-04-25,Product_6,15,187
2023-04-25,Product_7,20,125
2023-04-25,Product_8,25,183
2023-04-25,Product_9,21,147
2023-04-25,Product_10,18,162
2023-04-25,Product_11,24,139
2023-04-25,Product_12,16,165
2023-04-25,Product_13,15,138
2023-04-25,Product_14,18,163
2023-04-25,Product_15,12,144
2023-04-25,Product_16,19,122
2023-04-25,Product_17,15,189
2023-04-25,Product_18,17,149
2023-04-25,Product_19,24,154
2023-04-25,Product_20,25,140
2023-04-26,Product_1,29,199
2023-04-26,Product_2,25,181
2023-04-26,Product_3,14,122
2023-04-26,Product_4,14,154
2023-04-26,Product_5,19,107
2023-04-26,Product_6,18,119
2023-04-26,Product_7,17,197
2023-04-26,Product_8,22,102
2023-04-26,Product_9,14,135
2023-04-26,Product_10,24,150
2023-04-26,Product_11,18,164
2023-04-26,Product_12,13,156
2023-04-26,Product_13,22,106
2023-04-26,Product_14,15,168
2023-04-26,Product_15,21,132
2023-04-26,Product_16,33,162
2023-04-26,Product_17,20,165
2023-04-26,Product_18,21,124
2023-04-26,Product_19,18,154
2023-04-26,Product_20,19,128
2023-04-27,Product_1,19,183
2023-04-27,Product_2,19,146
2023-04-27,Product_3,17,107
2023-04-27,Product_4,19,101
2023-04-27,Product_5,15,111
2023-04-27,Product_6,29,181
2023-04-27,Product_7,22,110
2023-04-27,Product_8,12,167
2023-04-27,Product_9,24,155
2023-04-27,Product_10,27,154
2023-04-27,Product_11,21,116
2023-04-27,Product_12,27,180
2023-04-27,Product_13,20,116
2023-04-27,Product_14,17,180
2023-04-27,Product_15,25,100
2023-04-27,Product_16,19,167
2023-04-27,Product_17,19,132
2023-04-27,Product_18,12,103
2023-04-27,Product_19,8,179
2023-04-27,Product_20,22,151
2023-04-28,Product_1,30,114
2023-04-28,Product_2,22,162
2023-04-28,Product_3,21,109
2023-04-28,Product_4,19,139
2023-04-28,Product_5,13,166
2023-04-28,Product_6,19,187
2023-04-28,Product_7,19,177
2023-04-28,Product_8,13,186
2023-04-28,Product_9,22,188
2023-04-28,Product_10,15,162
2023-04-28,Product_11,15,126
2023-04-28,Product_12,16,169
2023-04-28,Product_13,19,114
2023-04-28,Product_14,20,115
2023-04-28,Product_15,22,164
2023-04-28,Product_16,17,197
2023-04-28,Product_17,24,115
2023-04-28,Product_18,18,195
2023-04-28,Product_19,24,139
2023-04-28,Product_20,18,173
2023-04-29,Product_1,20,107
2023-04-29,Product_2,25,117
2023-04-29,Product_3,17,146
2023-04-29,Product_4,21,182
2023-04-29,Product_5,22,190
2023-04-29,Product_6,27,132
2023-04-29,Product_7,18,132
2023-04-29,Product_8,17,171
2023-04-29,Product_9,20,184
2023-04-29,Product_10,17,198
2023-04-29,Product_11,24,134
2023-04-29,Product_12,18,148
2023-04-29,Product_13,13,199
2023-04-29,Product_14,27,166
2023-04-29,Product_15,28,145
2023-04-29,Product_16,18,156
2023-04-29,Product_17,24,150
2023-04-29,Product_18,19,171
2023-04-29,Product_19,18,188
2023-04-29,Product_20,28,191
2023-04-30,Product_1,21,171
2023-04-30,Product_2,19,137
2023-04-30,Product_3,24,145
2023-04-30,Product_4,24,192
2023-04-30,Product_5,17,148
2023-04-30,Product_6,11,126
2023-04-30,Product_7,18,148
2023-04-30,Product_8,16,100
2023-04-30,Product_9,16,130
2023-04-30,Product_10,19,194
2023-04-30,Product_11,17,103
2023-04-30,Product_12,19,118
2023-04-30,Product_13,20,142
2023-04-30,Product_14,17,105
2023-04-30,Product_15,25,144
2023-04-30,Product_16,10,169
2023-04-30,Product_17,20,164
2023-04-30,Product_18,21,125
2023-04-30,Product_19,18,194
2023-04-30,Product_20,22,138
2023-05-01,Product_1,29,195
2023-05-01,Product_2,18,168
2023-05-01,Product_3,21,124
2023-05-01,Product_4,21,190
2023-05-01,Product_5,14,124
2023-05-01,Product_6,23,142
2023-05-01,Product_7,19,192
2023-05-01,Product_8,28,148
2023-05-01,Product_9,22,141
2023-05-01,Product_10,19,174
2023-05-01,Product_11,25,102
2023-05-01,Product_12,19,192
2023-05-01,Product_13,16,172
2023-05-01,Product_14,19,128
2023-05-01,Product_15,23,150
2023-05-01,Product_16,21,185
2023-05-01,Product_17,13,134
2023-05-01,Product_18,18,175
2023-05-01,Product_19,18,184
2023-05-01,Product_20,18,165
2023-05-02,Product_1,17,168
2023-05-02,Product_2,20,129
2023-05-02,Product_3,27,135
2023-05-02,Product_4,13,127
2023-05-02,Product_5,20,192
2023-05-02,Product_6,21,112
2023-05-02,Product_7,21,160
2023-05-02,Product_8,22,196
2023-05-02,Product_9,14,177
2023-05-02,Product_10,20,167
2023-05-02,Product_11,18,128
2023-05-02,Product_12,21,170
2023-05-02,Product_13,22,149
2023-05-02,Product_14,30,169
2023-05-02,Product_15,17,168
2023-05-02,Product_16,21,109
2023-05-02,Product_17,15,145
2023-05-02,Product_18,16,161
2023-05-02,Product_19,19,181
2023-05-02,Product_20,20,161
2023-05-03,Product_1,20,125
2023-05-03,Product_2,16,137
2023-05-03,Product_3,22,124
2023-05-03,Product_4,26,182
2023-05-03,Product_5,18,141
2023-05-03,Product_6,26,193
2023-05-03,Product_7,23,182
2023-05-03,Product_8,20,189
2023-05-03,Product_9,18,139
2023-05-03,Product_10,27,111
2023-05-03,Product_11,14,110
2023-05-03,Product_12,17,132
2023-05-03,Product_13,19,118
2023-05-03,Product_14,18,132
2023-05-03,Product_15,23,152
2023-05-03,Product_16,21,166
2023-05-03,Product_17,26,176
2023-05-03,Product_18,13,137
2023-05-03,Product_19,12,156
2023-05-03,Product_20,19,194
2023-05-04,Product_1,21,176
2023-05-04,Product_2,17,154
2023-05-04,Product_3,14,109
2023-05-04,Product_4,20,105
2023-05-04,Product_5,26,111
2023-05-04,Product_6,18,172
2023-05-04,Product_7,17,111
2023-05-04,Product_8,9,170
2023-05-04,Product_9,23,136
2023-05-04,Product_10,18,159
2023-05-04,Product_11,13,107
2023-05-04,Product_12,21,137
